Booking #,Sex,Race,Age,Book Date,,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,,
2025-00068,F,W,49,1/10/2025  1:00:00 AM,,1/10/2025  4:18:00 PM,1.00,079,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00069,M,W,47,1/10/2025  6:53:00 AM,,3/5/2025  8:20:00 AM,54.06,109,JUDGE,OBS3680F9,"OBS-REPRODUCE, TRANSMIT, SELL, ETC., CHILD PORN",,
2025-00069,M,W,47,1/10/2025  6:53:00 AM,,3/5/2025  8:20:00 AM,54.06,109,JUDGE,OBS3681F9,"OBS-REPRODUCE, TRANSMIT, SELL, ETC., CHILD PORN, SUBSEQUENT",,
2025-00069,M,W,47,1/10/2025  6:53:00 AM,,3/5/2025  8:20:00 AM,54.06,109,JUDGE,OBS3731F6,OBS-POSSESS CHILD PORN (FIRST OFFENSE),,
2025-00069,M,W,47,1/10/2025  6:53:00 AM,,3/5/2025  8:20:00 AM,54.06,109,JUDGE,OBS3732F5,OBS-POSSESS CHILD PORN (SUBSEQUENT OFFENSE),,
2025-00069,M,W,47,1/10/2025  6:53:00 AM,,3/5/2025  8:20:00 AM,54.06,109,JUDGE,SSV4849F9,SSV-SUSPENDED SENTENCE VIOLATION - FELONY,,
2025-00070,M,W,30,1/10/2025  9:10:00 AM,,1/10/2025  2:14:00 PM,1.00,113,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00071,M,W,56,1/10/2025  3:24:00 PM,,1/22/2025  5:27:00 PM,12.09,139,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00072,M,W,33,1/10/2025  3:28:00 PM,,,355.35,047,,NAR3022F5,NARCOTICS POSSESSION,,
2025-00072,M,W,33,1/10/2025  3:28:00 PM,,,355.35,047,,PHA3170M1,"POSSESSION OF NEEDLES, CAPSULES, PIPE, ETC.",,
2025-00072,M,W,33,1/10/2025  3:28:00 PM,,,355.35,047,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00072,M,W,33,1/10/2025  3:28:00 PM,,,355.35,047,,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00074,F,B,57,1/10/2025  6:00:00 PM,,1/25/2025  6:00:00 PM,15.00,109,SENTENCE SERVED,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-00073,M,W,37,1/10/2025  6:04:00 PM,,1/10/2025  7:20:00 PM,1.00,113,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00075,M,B,36,1/10/2025  7:00:00 PM,,1/12/2025  7:00:00 PM,2.00,113,SENTENCE SERVED,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-00077,F,W,46,1/10/2025  11:00:00 PM,,1/30/2025  8:00:00 AM,19.38,047,SENTENCE SERVED,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-00078,F,W,41,1/10/2025  11:00:00 PM,,1/20/2025  8:00:00 AM,9.38,047,SENTENCE SERVED,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-00079,M,B,29,1/11/2025  4:34:00 AM,,1/14/2025  3:24:00 PM,3.45,109,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00080,M,W,49,1/11/2025  11:00:00 AM,,1/11/2025  11:01:00 AM,1.00,113,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00081,M,W,18,1/12/2025  10:55:00 AM,,1/15/2025  1:22:00 PM,3.10,137,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00082,M,B,18,1/12/2025  11:19:00 AM,,1/15/2025  1:22:00 PM,3.09,137,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00082,M,B,18,1/12/2025  11:19:00 AM,,1/15/2025  1:22:00 PM,3.09,137,BOND,ASL1334A3,ATTEMPTED WOUNDING,,
2025-00083,M,W,33,1/12/2025  12:31:00 PM,,1/17/2025  1:22:00 PM,5.04,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00083,M,W,33,1/12/2025  12:31:00 PM,,1/17/2025  1:22:00 PM,5.04,109,BOND,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-00083,M,W,33,1/12/2025  12:31:00 PM,,1/17/2025  1:22:00 PM,5.04,109,BOND,RAP1122M1,SEXUAL ASSAULT BATTERY - SEXUAL,,
2025-00084,F,W,45,1/12/2025  1:13:00 PM,,1/12/2025  6:45:00 PM,1.00,079,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00084,F,W,45,1/12/2025  1:13:00 PM,,1/12/2025  6:45:00 PM,1.00,079,BOND,FAM3808F6,FAMILY OFFENSE GROSS - WANTON - OR RECKLESS CARE FOR CHILD,,
2025-00084,F,W,45,1/12/2025  1:13:00 PM,,1/12/2025  6:45:00 PM,1.00,079,BOND,LIC6808M2,TRAFFIC - OPERATOR'S LICENSE DRIVE WITHOUT A LICENSE,,
2025-00085,M,W,53,1/12/2025  5:16:00 PM,,1/13/2025  3:25:00 AM,1.00,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-00086,M,W,28,1/13/2025  7:24:00 AM,,1/13/2025  2:44:00 PM,1.00,079,BOND,DWI5474S9,"DWI-SECOND CONVICTION WITHIN >5YRS,BLOOD/ALC  LEVEL 15-20",,
2025-00086,M,W,28,1/13/2025  7:24:00 AM,,1/13/2025  2:44:00 PM,1.00,079,BOND,WPN5203M1,WEAPONS UNDER THE INFLUENCE WHILE CARRYING HANDGUN IN PUBLIC,,
2025-00087,M,W,33,1/13/2025  12:56:00 PM,,1/31/2025  8:00:00 AM,17.79,079,SENTENCE SERVED,LAR2404F9,LARCENY AUTO THEFT - GRAND LARCENY,,
2025-00088,M,W,40,1/13/2025  1:23:00 PM,,8/13/2025  8:00:00 AM,211.78,079,SENTENCE SERVED,CBC4848F9,CBC - COMMUNITY-BASED PROBATION - FELONY,,
2025-00088,M,W,40,1/13/2025  1:23:00 PM,,8/13/2025  8:00:00 AM,211.78,079,SENTENCE SERVED,LAR2359A9,LAR-ATTEPT $200 OR MORE NOT FROM PERSON,,
2025-00088,M,W,40,1/13/2025  1:23:00 PM,,8/13/2025  8:00:00 AM,211.78,079,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00088,M,W,40,1/13/2025  1:23:00 PM,,8/13/2025  8:00:00 AM,211.78,079,SENTENCE SERVED,PRI9920S9,PRI-VIOLATION OF RECOGNIZED CONDITIONS OR BOND,,
2025-00091,F,B,30,1/13/2025  2:37:00 PM,,1/23/2025  8:01:00 AM,9.73,047,JUDGE,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-00091,F,B,30,1/13/2025  2:37:00 PM,,1/23/2025  8:01:00 AM,9.73,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00093,F,W,40,1/13/2025  2:44:00 PM,,2/3/2025  4:59:00 PM,21.09,139,JUDGE,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-00090,M,W,41,1/13/2025  2:52:00 PM,,1/29/2025  8:07:00 AM,15.72,137,SENTENCE SERVED,JUS4810M1,JUS - FALSELY IDENTIFY SELF TO LAW ENFORCEMENT,,
2025-00090,M,W,41,1/13/2025  2:52:00 PM,,1/29/2025  8:07:00 AM,15.72,137,SENTENCE SERVED,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-00090,M,W,41,1/13/2025  2:52:00 PM,,1/29/2025  8:07:00 AM,15.72,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00090,M,W,41,1/13/2025  2:52:00 PM,,1/29/2025  8:07:00 AM,15.72,137,SENTENCE SERVED,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00090,M,W,41,1/13/2025  2:52:00 PM,,1/29/2025  8:07:00 AM,15.72,137,SENTENCE SERVED,PRI9921S9,PRI-IMPROPER RELEASE OA A PRISONER FROM CUSTODY,,
2025-00092,F,B,36,1/13/2025  2:52:00 PM,,1/29/2025  5:06:00 PM,16.09,047,SENTENCE SERVED,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-00092,F,B,36,1/13/2025  2:52:00 PM,,1/29/2025  5:06:00 PM,16.09,047,SENTENCE SERVED,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-00089,M,W,62,1/13/2025  3:36:00 PM,,1/13/2025  7:13:00 PM,1.00,113,BOND,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-00094,F,W,42,1/13/2025  5:53:00 PM,,3/8/2025  4:58:00 PM,53.96,079,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00095,M,W,55,1/14/2025  12:25:00 AM,,2/27/2025  6:27:00 PM,44.75,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00096,M,W,59,1/14/2025  4:50:00 AM,,,351.80,113,,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00096,M,W,59,1/14/2025  4:50:00 AM,,,351.80,113,,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-00096,M,W,59,1/14/2025  4:50:00 AM,,,351.80,113,,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-00096,M,W,59,1/14/2025  4:50:00 AM,,,351.80,113,,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-00096,M,W,59,1/14/2025  4:50:00 AM,,,351.80,113,,VAN3192M1,"VAN-DAMAGE PHONE LINE,ETC.TO PREVENT SUMMONNING POLICE",,
2025-00097,M,W,26,1/14/2025  6:12:00 AM,,12/18/2025  6:20:00 AM,338.01,109,DOC,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00097,M,W,26,1/14/2025  6:12:00 AM,,12/18/2025  6:20:00 AM,338.01,109,DOC,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-00097,M,W,26,1/14/2025  6:12:00 AM,,12/18/2025  6:20:00 AM,338.01,109,DOC,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00097,M,W,26,1/14/2025  6:12:00 AM,,12/18/2025  6:20:00 AM,338.01,109,DOC,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-00097,M,W,26,1/14/2025  6:12:00 AM,,12/18/2025  6:20:00 AM,338.01,109,DOC,WPN5232M1,WEAPONS RECKLESS HANDLING OF FIREARM,,
2025-00097,M,W,26,1/14/2025  6:12:00 AM,,12/18/2025  6:20:00 AM,338.01,109,DOC,WPN5251M1,WEAPONS BRANDISH OR POINT FIREARM,,
2025-00097,M,W,26,1/14/2025  6:12:00 AM,,12/18/2025  6:20:00 AM,338.01,109,DOC,WPN5310F6,"POSSESS FIREARM, PERMANENT FAMILY ABUSE PROTECTIVE ORDER IN EFFECT",,
2025-00098,F,B,27,1/14/2025  2:39:00 PM,,1/16/2025  4:54:00 PM,2.09,047,JUDGE,NAR3073F9,NARCOTICS VIOLATION OF ?18.2-251; ORIGINAL OFFENSE - FELONY,,
2025-00099,M,B,46,1/15/2025  10:48:00 AM,,1/23/2025  2:04:00 PM,8.14,881,RELEASE TO FEDERAL,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-00100,M,W,32,1/15/2025  12:05:00 PM,,1/22/2025  12:21:00 PM,7.01,109,BOND,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-00101,M,W,31,1/15/2025  1:55:00 PM,,1/16/2025  1:01:00 PM,1.00,065,JUDGE,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-00101,M,W,31,1/15/2025  1:55:00 PM,,1/16/2025  1:01:00 PM,1.00,065,JUDGE,JUS4829M1,"RESISTING ARREST, OBSTRUCTING JUSTICE W/O THREATS OF FORCE",,
2025-00101,M,W,31,1/15/2025  1:55:00 PM,,1/16/2025  1:01:00 PM,1.00,065,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00101,M,W,31,1/15/2025  1:55:00 PM,,1/16/2025  1:01:00 PM,1.00,065,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00101,M,W,31,1/15/2025  1:55:00 PM,,1/16/2025  1:01:00 PM,1.00,065,JUDGE,REC6630M1,TRAFFIC - RECKLESS DRIVING PARKING LOTS - DRIVE IN ENDANGERING LIFE OR LIMB,,
2025-00102,M,W,27,1/15/2025  3:30:00 PM,,12/19/2025  6:20:00 AM,337.62,137,DOC,OBS3701F5,"OBS-PORPOSE SEX ACT BY COMMUNICATION SYSTEM, AGE < 15",,
2025-00102,M,W,27,1/15/2025  3:30:00 PM,,12/19/2025  6:20:00 AM,337.62,137,DOC,OBS3731F6,OBS-POSSESS CHILD PORN (FIRST OFFENSE),,
2025-00103,M,B,36,1/15/2025  4:42:00 PM,,1/21/2025  10:10:00 AM,5.73,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00103,M,B,36,1/15/2025  4:42:00 PM,,1/21/2025  10:10:00 AM,5.73,137,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00104,M,W,40,1/16/2025  2:27:00 AM,,1/16/2025  7:31:00 AM,1.00,079,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00104,M,W,40,1/16/2025  2:27:00 AM,,1/16/2025  7:31:00 AM,1.00,079,BOND,WPN5203M1,WEAPONS UNDER THE INFLUENCE WHILE CARRYING HANDGUN IN PUBLIC,,
2025-00105,M,B,51,1/16/2025  7:46:00 AM,,3/16/2025  8:00:00 AM,59.01,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00106,F,B,29,1/16/2025  10:53:00 AM,,1/24/2025  5:29:00 PM,8.28,047,BOND,NAR3073F9,NARCOTICS VIOLATION OF ?18.2-251; ORIGINAL OFFENSE - FELONY,,
2025-00107,F,W,38,1/16/2025  10:53:00 AM,,2/25/2025  10:22:00 PM,40.48,047,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00108,M,A,43,1/16/2025  1:13:00 PM,,9/12/2025  8:54:00 AM,238.82,079,JUDGE,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-00108,M,A,43,1/16/2025  1:13:00 PM,,9/12/2025  8:54:00 AM,238.82,079,JUDGE,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-00109,M,W,42,1/16/2025  1:15:00 PM,,,349.45,047,,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-00109,M,W,42,1/16/2025  1:15:00 PM,,,349.45,047,,SEX3635F6,SEX OFFENSES TAKE INDECENT LIBERTIES WITH CHILD-CUSTODIAN,,
2025-00110,M,W,47,1/16/2025  1:15:00 PM,,3/13/2025  6:50:00 AM,55.73,047,JUDGE,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-00110,M,W,47,1/16/2025  1:15:00 PM,,3/13/2025  6:50:00 AM,55.73,047,JUDGE,BUR2206F5,BURGLARY POSSESSION OF BURGLARIOUS TOOLS,,
2025-00110,M,W,47,1/16/2025  1:15:00 PM,,3/13/2025  6:50:00 AM,55.73,047,JUDGE,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-00110,M,W,47,1/16/2025  1:15:00 PM,,3/13/2025  6:50:00 AM,55.73,047,JUDGE,TRS5717M1,TRESPASS INTENT TO DAMAGE PROPERTY/ INTERFERE W/PROPERTY RIGHTS,,
2025-00110,M,W,47,1/16/2025  1:15:00 PM,,3/13/2025  6:50:00 AM,55.73,047,JUDGE,VAN0192F6,DAMAGE ETC CATALYTIC CONVERTER,,
2025-00110,M,W,47,1/16/2025  1:15:00 PM,,3/13/2025  6:50:00 AM,55.73,047,JUDGE,VAN2956F6,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT >=$1000",,
2025-00111,M,W,33,1/16/2025  1:15:00 PM,,7/7/2025  8:00:00 AM,171.78,047,SENTENCE SERVED,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-00111,M,W,33,1/16/2025  1:15:00 PM,,7/7/2025  8:00:00 AM,171.78,047,SENTENCE SERVED,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-00111,M,W,33,1/16/2025  1:15:00 PM,,7/7/2025  8:00:00 AM,171.78,047,SENTENCE SERVED,JUS4831M1,JUS-PREVENT LAW ENFORCEMENT OFFICER FROM MAKING ARREST,,
2025-00111,M,W,33,1/16/2025  1:15:00 PM,,7/7/2025  8:00:00 AM,171.78,047,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-00111,M,W,33,1/16/2025  1:15:00 PM,,7/7/2025  8:00:00 AM,171.78,047,SENTENCE SERVED,NAR3045A9,NAR - ATTEMPTED SALE FOR PROFIT,,
2025-00112,M,B,35,1/16/2025  1:15:00 PM,,8/22/2025  6:24:00 AM,217.71,047,DOC,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00112,M,B,35,1/16/2025  1:15:00 PM,,8/22/2025  6:24:00 AM,217.71,047,DOC,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-00112,M,B,35,1/16/2025  1:15:00 PM,,8/22/2025  6:24:00 AM,217.71,047,DOC,PHA3508M1,"PHA - POSSESSION OR DISTRIBUTION OF NEEDLES, CAPSULES, PIPES",,
2025-00112,M,B,35,1/16/2025  1:15:00 PM,,8/22/2025  6:24:00 AM,217.71,047,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00113,M,W,41,1/16/2025  1:15:00 PM,,2/4/2025  10:42:00 AM,18.89,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00113,M,W,41,1/16/2025  1:15:00 PM,,2/4/2025  10:42:00 AM,18.89,047,JUDGE,TST4191M1,TST-SUBSTITUTION OF SAMPLE TO DEFEAT DRUG/ALCOHOL SCREENING TEST,,
2025-00114,M,W,35,1/16/2025  1:15:00 PM,,1/27/2025  10:30:00 AM,10.89,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00115,M,B,22,1/16/2025  1:15:00 PM,,1/20/2025  12:45:00 PM,3.98,047,HOSPITAL/TREATMENT,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00116,M,W,21,1/16/2025  1:15:00 PM,,2/28/2025  4:46:00 PM,43.15,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00117,M,W,42,1/16/2025  1:15:00 PM,,3/25/2025  4:28:00 PM,68.13,047,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-00117,M,W,42,1/16/2025  1:15:00 PM,,3/25/2025  4:28:00 PM,68.13,047,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00118,F,B,53,1/16/2025  9:36:00 PM,,2/17/2025  11:17:00 AM,31.57,047,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-00119,F,W,37,1/16/2025  10:00:00 PM,,4/9/2025  8:00:00 AM,82.42,065,SENTENCE SERVED,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-00119,F,W,37,1/16/2025  10:00:00 PM,,4/9/2025  8:00:00 AM,82.42,065,SENTENCE SERVED,FAM3810F6,FAMILY OFFENSE CRUELTY AND INJURIES TO CHILDREN,,
2025-00120,M,B,50,1/17/2025  7:45:00 AM,,1/31/2025  9:17:00 AM,14.06,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00120,M,B,50,1/17/2025  7:45:00 AM,,1/31/2025  9:17:00 AM,14.06,137,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00121,M,B,49,1/17/2025  7:45:00 AM,,2/23/2025  8:00:00 AM,37.01,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00123,M,B,66,1/17/2025  8:00:00 AM,,1/21/2025  8:00:00 AM,4.00,137,SENTENCE SERVED,ASL1335F6,ASSAULT STAB - CUT - WOUND WITHOUT MALICIOUS INTENT,,
2025-00122,M,B,18,1/17/2025  9:00:00 AM,,1/19/2025  9:00:00 AM,2.00,137,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-00124,M,B,32,1/17/2025  11:00:00 AM,,1/21/2025  11:00:00 AM,4.00,065,SENTENCE SERVED,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-00126,F,W,39,1/17/2025  11:24:00 AM,,2/14/2025  8:00:00 AM,27.86,047,SENTENCE SERVED,CBC4852M9,CBC - COMMUNITY-BASED PROBATION - MISDEMEANOR,,
2025-00126,F,W,39,1/17/2025  11:24:00 AM,,2/14/2025  8:00:00 AM,27.86,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00126,F,W,39,1/17/2025  11:24:00 AM,,2/14/2025  8:00:00 AM,27.86,047,SENTENCE SERVED,TEL3199M1,TEL-ANNOYING RINGING TO EMERGENCY PERSONNEL,,
2025-00125,M,B,35,1/17/2025  11:25:00 AM,,10/13/2025  2:45:00 PM,269.14,109,STATUS CHANGE,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00125,M,B,35,1/17/2025  11:25:00 AM,,10/13/2025  2:45:00 PM,269.14,109,STATUS CHANGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00125,M,B,35,1/17/2025  11:25:00 AM,,10/13/2025  2:45:00 PM,269.14,109,STATUS CHANGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00127,M,B,24,1/17/2025  1:40:00 PM,,2/2/2025  8:00:00 AM,15.76,109,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00128,M,B,40,1/17/2025  2:09:00 PM,,1/23/2025  7:00:00 PM,6.20,065,BOND,SSV4849F9,SSV-SUSPENDED SENTENCE VIOLATION - FELONY,,
2025-00129,M,B,33,1/17/2025  2:32:00 PM,,3/1/2025  8:00:00 AM,42.73,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00130,M,W,46,1/17/2025  3:00:00 PM,,5/15/2025  12:42:00 PM,117.90,113,PURGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-00131,M,W,59,1/17/2025  4:00:00 PM,,1/17/2025  4:53:00 PM,1.00,079,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00132,F,B,25,1/17/2025  5:29:00 PM,,6/10/2025  8:00:00 AM,143.60,109,JUDGE,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00132,F,B,25,1/17/2025  5:29:00 PM,,6/10/2025  8:00:00 AM,143.60,109,JUDGE,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-00132,F,B,25,1/17/2025  5:29:00 PM,,6/10/2025  8:00:00 AM,143.60,109,JUDGE,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-00132,F,B,25,1/17/2025  5:29:00 PM,,6/10/2025  8:00:00 AM,143.60,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00135,M,B,43,1/17/2025  6:00:00 PM,,1/17/2025  6:01:00 PM,1.00,109,SENTENCE SERVED,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-00137,M,W,45,1/17/2025  6:00:00 PM,,1/18/2025  6:00:00 PM,1.00,109,SENTENCE SERVED,RAP1122M1,SEXUAL ASSAULT BATTERY - SEXUAL,,
2025-00133,M,B,42,1/17/2025  6:15:00 PM,,1/21/2025  12:22:00 PM,3.75,179,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00134,M,B,36,1/17/2025  6:48:00 PM,,1/27/2025  4:17:00 PM,9.90,109,BOND,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2024-03276,M,W,60,1/17/2025  7:00:00 PM,,1/18/2025  7:00:00 PM,1.00,109,SENTENCE SERVED,OBS3707M1,"OBS-MASTURBATION,ACTUAL OR SIMULATION IN PUBLIC",,
2025-00136,F,B,66,1/17/2025  7:00:00 PM,,1/18/2025  6:16:00 AM,1.00,137,BOND,DIS5311M1,DISORDERLY  CONDUCT DISORDERLY CONDUCT,,
2025-00136,F,B,66,1/17/2025  7:00:00 PM,,1/18/2025  6:16:00 AM,1.00,137,BOND,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
